FL_DEP_AirlineCode1,FL_DEP_DepartureFlightNumber,FL_DEP_DepartureAircraftRegistration,FL_DEP_ARCFT1,FL_DEP_SDD,FL_DEP_STD,FL_DEP_Destination1,FL_DEP_OperationType1,FL_DEP_DepartureRemarks
QG,5911,,A320,10/5/2023,06:15,HYD,UMR,
QG,5911,,A320,10/8/2023,06:15,HYD,UMR,
QG,5937,,A320,10/18/2023,16:25,HYD,UMR,
QG,5937,,A320,10/19/2023,16:25,HYD,UMR,
QG,5953,,A320,10/1/2023,16:40,HYD,UMR,
QG,5953,,A320,10/10/2023,16:40,HYD,UMR,
QG,5953,,A320,10/11/2023,16:40,HYD,UMR,
QG,5953,,A320,10/12/2023,16:40,HYD,UMR,
QG,5953,,A320,10/2/2023,16:40,HYD,UMR,
QG,5953,,A320,10/21/2023,16:40,HYD,UMR,
QG,5953,,A320,10/22/2023,16:40,HYD,UMR,
QG,5953,,A320,10/23/2023,16:40,HYD,UMR,
QR,1185,,B788,10/18/2023,02:45,DOH,,
QR,1185,,B788,10/19/2023,02:45,DOH,,
QR,1185,,B788,10/20/2023,02:45,DOH,,
QR,1185,,B788,10/21/2023,02:45,DOH,,
QR,1185,,B788,10/22/2023,02:45,DOH,,
QR,1185,,B788,10/23/2023,02:45,DOH,,
QR,1185,,B788,10/24/2023,02:45,DOH,,
QR,1185,,B788,10/25/2023,02:45,DOH,,
QR,1185,,B788,10/26/2023,02:45,DOH,,
QR,1185,,B788,10/27/2023,02:45,DOH,,
QR,1185,,B788,10/28/2023,02:45,DOH,,
QR,1185,,B788,10/29/2023,02:45,DOH,,
QR,1185,,B788,10/30/2023,02:45,DOH,,
QR,1185,,B788,10/31/2023,02:45,DOH,,
QR,1185,A7 ACI,A332,10/1/2023,01:45,DOH,,
QR,1185,A7 ACI,A332,10/10/2023,01:45,DOH,,
QR,1185,A7 ACM,A332,10/7/2023,01:45,DOH,,
QR,1185,A7 AEJ,A333,10/11/2023,01:45,DOH,,
QR,1185,A7 AEO,A333,10/8/2023,01:45,DOH,,
QR,1185,A7 BCQ,B788,10/9/2023,01:45,DOH,,
QR,1185,A7ACM,A330-200,10/5/2023,01:45,DOH,,
QR,1185,A7AED,A330,10/4/2023,01:45,DOH,,
QR,1185,A7AED,A333,10/16/2023,01:45,DOH,,
QR,1185,A7-ALD,A350-900,10/12/2023,01:45,DOH,,
QR,1185,A7ALU,A350-900,10/14/2023,01:45,DOH,,
QR,1185,A7ALW,A359,10/17/2023,01:45,DOH,,
QR,1185,A7-BBF,B772,10/3/2023,01:45,DOH,,
QR,1185,A7BBG,B777,10/13/2023,01:45,DOH,,
QR,1185,A7-BCJ,B787,10/2/2023,01:45,DOH,,
QR,1185,A7BCQ,B788,10/15/2023,01:45,DOH,,
QR,1185,A7-LAE,A320,10/6/2023,02:45,DOH,,
QR,1187,,B788,10/17/2023,16:50,DOH,,
QR,1187,,B788,10/18/2023,15:40,DOH,,
QR,1187,,B788,10/19/2023,15:40,DOH,,
QR,1187,,B788,10/20/2023,15:40,DOH,,
QR,1187,,B788,10/21/2023,15:40,DOH,,
QR,1187,,B788,10/22/2023,15:40,DOH,,
QR,1187,,B788,10/23/2023,15:40,DOH,,
QR,1187,,B788,10/24/2023,15:40,DOH,,
QR,1187,,B788,10/25/2023,15:40,DOH,,
QR,1187,,B788,10/26/2023,15:40,DOH,,
QR,1187,,B788,10/27/2023,15:40,DOH,,
QR,1187,,B788,10/28/2023,15:40,DOH,,
QR,1187,,B788,10/29/2023,15:40,DOH,,
QR,1187,,B788,10/30/2023,15:40,DOH,,
QR,1187,,B788,10/31/2023,15:40,DOH,,
QR,1187,A7ACM,A332,10/3/2023,16:50,DOH,,
QR,1187,A7-ACM,A330-202,10/8/2023,16:50,DOH,,
QR,1187,A7ACS,A332,10/16/2023,16:50,DOH,,
QR,1187,A7-AEF,A333,10/15/2023,16:50,DOH,,
QR,1187,A7-AEG,A333,10/1/2023,16:50,DOH,,
QR,1187,A7AEJ,A333,10/2/2023,16:50,DOH,,
QR,1187,A7ALI,A359,10/7/2023,16:50,DOH,,
QR,1187,A7-BAB,B777-3DZ,10/9/2023,16:50,DOH,,
QR,1187,A7BAL,B773,10/6/2023,16:50,DOH,,
QR,1187,A7BAT,B777,10/13/2023,16:50,DOH,,
QR,1187,A7-BAV,B777-3DZ,10/12/2023,16:50,DOH,,
QR,1187,A7-BBH,B777-2DZ,10/11/2023,16:50,DOH,,
QR,1187,A7BCX,B788,10/5/2023,16:50,DOH,,
QR,1187,A7BDC,B787-8,10/10/2023,16:50,DOH,,
QR,1187,A7BEB,B773,10/14/2023,16:50,DOH,,
QR,1187,A7BOF,B773,10/4/2023,16:50,DOH,,
QR,1189,,B77W,10/17/2023,19:30,DOH,,
QR,1189,,B77W,10/18/2023,19:20,DOH,,
QR,1189,,B77W,10/19/2023,19:20,DOH,,
QR,1189,,B77W,10/20/2023,19:20,DOH,,
QR,1189,,B77W,10/21/2023,19:20,DOH,,
QR,1189,,B77W,10/22/2023,19:20,DOH,,
QR,1189,,B77W,10/23/2023,19:20,DOH,,
QR,1189,,B77W,10/24/2023,19:20,DOH,,
QR,1189,,B77W,10/25/2023,19:20,DOH,,
QR,1189,,B77W,10/26/2023,19:20,DOH,,
QR,1189,,B77W,10/27/2023,19:20,DOH,,
QR,1189,,B77W,10/28/2023,19:20,DOH,,
QR,1189,,B77W,10/29/2023,19:20,DOH,,
QR,1189,,B77W,10/30/2023,19:20,DOH,,
QR,1189,,B77W,10/31/2023,19:20,DOH,,
QR,1189,A7-ACM,A332,10/1/2023,19:30,DOH,,
QR,1189,A7-ALB,A350-941,10/13/2023,19:30,DOH,,
QR,1189,A7ALK,A359,10/15/2023,19:30,DOH,,
QR,1189,A7ALM,A359,10/16/2023,19:30,DOH,,
QR,1189,A7ALM,A359,10/7/2023,19:30,DOH,,
QR,1189,A7-ALM,A350-941,10/11/2023,19:30,DOH,,
QR,1189,A7ALS,A359,10/5/2023,19:30,DOH,,
QR,1189,A7ALS,A359,10/8/2023,19:30,DOH,,
QR,1189,A7ALZ,A359,10/3/2023,19:30,DOH,,
QR,1189,A7ANJ,A350-1041,10/9/2023,19:30,DOH,,
QR,1189,A7-BAL,B777-3DZ,10/12/2023,19:30,DOH,,
QR,1189,A7BAO,B77W,10/2/2023,19:30,DOH,,
QR,1189,A7BAX,B773,10/4/2023,19:30,DOH,,
QR,1189,A7BBE,B777-2DZ,10/10/2023,19:30,DOH,,
QR,1189,A7BEA,B773,10/6/2023,19:30,DOH,,
QR,1189,A7-BHA,B789,10/14/2023,19:30,DOH,,
QR,1191,,A320,10/18/2023,07:35,DOH,,
QR,1191,,A320,10/19/2023,07:35,DOH,,
QR,1191,,A320,10/20/2023,07:35,DOH,,
QR,1191,,A320,10/21/2023,07:35,DOH,,
QR,1191,,A320,10/22/2023,07:35,DOH,,
QR,1191,,A320,10/23/2023,07:35,DOH,,
QR,1191,,A320,10/24/2023,07:35,DOH,,
QR,1191,,A320,10/25/2023,07:35,DOH,,
QR,1191,,A320,10/26/2023,07:35,DOH,,
QR,1191,,A320,10/27/2023,07:35,DOH,,
QR,1191,,A320,10/28/2023,07:35,DOH,,
QR,1191,,A320,10/29/2023,07:35,DOH,,
QR,1191,,A320,10/30/2023,07:35,DOH,,
QR,1191,,A320,10/31/2023,07:35,DOH,,
QR,1191,A7 AMJ,A359,10/6/2023,08:25,DOH,,
QR,1191,A7 BCO,B788,10/10/2023,08:25,DOH,,
QR,1191,A7 BOE,B773,10/7/2023,08:25,DOH,,
QR,1191,A7ACM,A332,10/1/2023,08:25,DOH,,
QR,1191,A7ACM,A332,10/3/2023,08:25,DOH,,
QR,1191,A7AEO,A333,10/16/2023,08:25,DOH,,
QR,1191,A7ALH,A359,10/13/2023,08:25,DOH,,
QR,1191,A7ALN,A359,10/5/2023,08:25,DOH,,
QR,1191,A7AMG,A359,10/8/2023,08:25,DOH,,
QR,1191,A7-AOC,A350-1000,10/12/2023,08:25,DOH,,
QR,1191,A7BAL,B777-3DZ,10/4/2023,08:25,DOH,,
QR,1191,A7BAZ,B773,10/15/2023,08:25,DOH,,
QR,1191,A7BCK,B788,10/14/2023,08:25,DOH,,
QR,1191,A7BCT,B787,10/9/2023,08:25,DOH,,
QR,1191,A7BDC,B787,10/2/2023,08:25,DOH,,
QR,1191,A7BHJ,B789,10/17/2023,08:25,DOH,,
QR,1191,A7BOE,B773,10/11/2023,08:25,DOH,,
QZ,266,,A320,10/4/2023,09:20,ALA,,
SD,149,,A320,10/12/2023,23:59,KRT,,
SD,149,,A320,10/19/2023,23:59,KRT,,
SD,149,,A320,10/26/2023,23:59,KRT,,
SD,149,,A320,10/5/2023,23:59,KRT,,
SD,221,,A320,10/11/2023,19:30,KRT,,
SD,221,,A320,10/14/2023,19:30,KRT,,
SD,221,,A320,10/18/2023,19:30,KRT,,
SD,221,,A320,10/21/2023,19:30,KRT,,
SD,221,,A320,10/25/2023,19:30,KRT,,
SD,221,,A320,10/28/2023,19:30,KRT,,
SD,221,,A320,10/4/2023,19:30,KRT,,
SD,221,,A320,10/7/2023,19:30,KRT,,
SD,227,,A320,10/1/2023,21:30,KRT,,
SD,227,,A320,10/10/2023,21:30,KRT,,
SD,227,,A320,10/11/2023,21:30,KRT,,
SD,227,,A320,10/12/2023,21:30,KRT,,
SD,227,,A320,10/13/2023,21:30,KRT,,
SD,227,,A320,10/14/2023,21:30,KRT,,
SD,227,,A320,10/15/2023,21:30,KRT,,
SD,227,,A320,10/16/2023,21:30,KRT,,
SD,227,,A320,10/17/2023,21:30,KRT,,
SD,227,,A320,10/18/2023,21:30,KRT,,
SD,227,,A320,10/19/2023,21:30,KRT,,
SD,227,,A320,10/2/2023,21:30,KRT,,
SD,227,,A320,10/20/2023,21:30,KRT,,
SD,227,,A320,10/21/2023,21:30,KRT,,
SD,227,,A320,10/22/2023,21:30,KRT,,
SD,227,,A320,10/23/2023,21:30,KRT,,
SD,227,,A320,10/24/2023,21:30,KRT,,
SD,227,,A320,10/25/2023,21:30,KRT,,
SD,227,,A320,10/26/2023,21:30,KRT,,
SD,227,,A320,10/27/2023,21:30,KRT,,
SD,227,,A320,10/28/2023,21:30,KRT,,
SD,227,,A320,10/3/2023,21:30,KRT,,
SD,227,,A320,10/4/2023,21:30,KRT,,
SD,227,,A320,10/5/2023,21:30,KRT,,
SD,227,,A320,10/6/2023,21:30,KRT,,
SD,227,,A320,10/7/2023,21:30,KRT,,
SD,227,,A320,10/8/2023,21:30,KRT,,
SD,227,,A320,10/9/2023,21:30,KRT,,
SD,229,,A320,10/1/2023,08:30,KRT,,
SD,229,,A320,10/10/2023,08:30,KRT,,
SD,229,,A320,10/11/2023,08:30,KRT,,
SD,229,,A320,10/12/2023,08:30,KRT,,
SD,229,,A320,10/13/2023,08:30,KRT,,
SD,229,,A320,10/14/2023,08:30,KRT,,
SD,229,,A320,10/15/2023,08:30,KRT,,
SD,229,,A320,10/16/2023,08:30,KRT,,
SD,229,,A320,10/17/2023,08:30,KRT,,
SD,229,,A320,10/18/2023,08:30,KRT,,
SD,229,,A320,10/19/2023,08:30,KRT,,
SD,229,,A320,10/2/2023,08:30,KRT,,
SD,229,,A320,10/20/2023,08:30,KRT,,
SD,229,,A320,10/21/2023,08:30,KRT,,
SD,229,,A320,10/22/2023,08:30,KRT,,
SD,229,,A320,10/23/2023,08:30,KRT,,
SD,229,,A320,10/24/2023,08:30,KRT,,
SD,229,,A320,10/25/2023,08:30,KRT,,
SD,229,,A320,10/26/2023,08:30,KRT,,
SD,229,,A320,10/27/2023,08:30,KRT,,
SD,229,,A320,10/28/2023,08:30,KRT,,
SD,229,,A320,10/3/2023,08:30,KRT,,
SD,229,,A320,10/4/2023,08:30,KRT,,
SD,229,,A320,10/5/2023,08:30,KRT,,
SD,229,,A320,10/6/2023,08:30,KRT,,
SD,229,,A320,10/7/2023,08:30,KRT,,
SD,229,,A320,10/8/2023,08:30,KRT,,
SD,229,,A320,10/9/2023,08:30,KRT,,
SG,034,,B737,10/20/2023,19:10,AMD,,
SG,034,VTMXC,B737-MAX8,10/17/2023,05:20,AMD,,
SG,034,VT-MXC,B737-MAX8,10/8/2023,19:10,AMD,,
SG,034,VT-MXK,B738,10/1/2023,19:10,AMD,,
SG,036,,B737,10/18/2023,06:45,CCJ,,
SG,036,,B737,10/19/2023,06:45,CCJ,,
SG,036,,B737,10/20/2023,06:45,CCJ,,
SG,036,VT MAX,B737-MAX8,10/1/2023,06:45,CCJ,,
SG,036,VT MXK,B737,10/9/2023,06:45,CCJ,,
SG,036,VT MXK,B737-MAX8,10/10/2023,06:45,CCJ,,
SG,036,VT MXK,B737-MAX8,10/11/2023,06:45,CCJ,,
SG,036,VT MXK,B737-MAX8,10/7/2023,06:45,CCJ,,
SG,036,VT MXK,B737-MAX8,10/8/2023,06:45,CCJ,,
SG,036,VTMAX,B737,10/2/2023,06:45,CCJ,,
SG,036,VTMAX,B737,10/3/2023,06:45,CCJ,,
SG,036,VTMAX,B737,10/4/2023,06:45,CCJ,,
SG,036,VT-MAX,B738,10/5/2023,10:55,CCJ,,
SG,036,VTMXK,B737,10/6/2023,06:45,CCJ,,
SG,036,VTMXK,B737-800,10/12/2023,06:45,CCJ,,
SG,036,VTMXK,B737-MAX8,10/15/2023,06:45,CCJ,,
SG,036,VT-MXK,B737,10/13/2023,06:45,CCJ,,
SG,036,VT-MXK,B737,10/14/2023,06:45,CCJ,,
SG,036,VT-MXK,B737,10/16/2023,11:15,CCJ,,
SG,036,VT-MXK,B737,10/17/2023,09:50,CCJ,,
SG,038,VT- MXG,B737,10/9/2023,20:40,BOM,,
SG,038,VTMAX,B737-MAX8,10/17/2023,06:25,BOM,,
SG,038,VTMXC,B737,10/1/2023,20:40,BOM,,
SG,038,VTMXC,B737-MAX8,10/3/2023,20:40,BOM,,
SG,038,VT-MXC,B737-MAX8,10/2/2023,20:40,BOM,,
SG,038,VTMXG,B737-MAX8,10/5/2023,20:40,BOM,,
SG,038,VT-MXG,B737-MAX8,10/10/2023,20:40,BOM,,
SG,038,VT-MXG,B737-MAX8,10/8/2023,20:40,BOM,,
SG,042,,B737,10/11/2023,08:05,CCJ,,
SG,042,,B737,10/13/2023,08:05,CCJ,,
SG,042,,B737,10/16/2023,08:05,CCJ,,
SG,042,,B737,10/18/2023,08:05,CCJ,,
SG,042,,B737,10/20/2023,08:05,CCJ,,
SG,042,,B737,10/6/2023,08:05,CCJ,,
SG,042,VTMXK,B737-MAX8,10/4/2023,20:45,CCJ,,
SM,452,,A320,10/17/2023,19:30,HBE,,
SM,452,,A320,10/18/2023,07:10,HBE,,
SM,452,,A320,10/19/2023,03:55,HBE,,
SM,452,,A320,10/21/2023,08:55,HBE,,
SM,452,,A320,10/22/2023,04:40,HBE,,
SM,452,,A320,10/23/2023,19:15,HBE,,
SM,452,,A320,10/24/2023,19:30,HBE,,
SM,452,,A320,10/25/2023,07:10,HBE,,
SM,452,,A320,10/26/2023,03:55,HBE,,
SM,452,,A320,10/28/2023,08:55,HBE,,
SM,452,,A320,10/29/2023,04:40,HBE,,
SM,452,,A320,10/30/2023,19:15,HBE,,
SM,452,,A320,10/31/2023,19:30,HBE,,
SM,452,SU BPV,A320,10/8/2023,04:40,HBE,,
SM,452,SUBPU,A320,10/1/2023,04:40,HBE,,
SM,452,SUBPU,A320,10/2/2023,19:15,HBE,,
SM,452,SUBPU,A320,10/3/2023,19:30,HBE,,
SM,452,SUBPU,A320,10/4/2023,07:10,HBE,,
SM,452,SUBPU,A320,10/5/2023,03:55,HBE,,
SM,452,SUBPU,A320,10/7/2023,08:55,HBE,,
SM,452,SUBPV,A320,10/11/2023,07:10,HBE,,
SM,452,SUBPV,A320,10/12/2023,03:55,HBE,,
SM,452,SUBPV,A320,10/14/2023,08:55,HBE,,
SM,452,SUBPV,A320,10/15/2023,04:40,HBE,,
SM,452,SUBPV,A320,10/16/2023,19:15,HBE,,
SM,452,SU-BPV,A320,10/10/2023,19:30,HBE,,
SM,452,SU-BPV,A320,10/9/2023,19:15,HBE,,
SM,454,,A320,10/18/2023,10:40,HMB,,
SM,454,,A320,10/20/2023,04:45,HMB,,
SM,454,,A320,10/21/2023,15:50,HMB,,
SM,454,,A320,10/24/2023,10:40,HMB,,
SM,454,,A320,10/25/2023,10:40,HMB,,
SM,454,,A320,10/27/2023,04:45,HMB,,
SM,454,,A320,10/28/2023,15:50,HMB,,
SM,454,,A320,10/31/2023,10:40,HMB,,
SM,454,SUSKC,A320,10/10/2023,10:40,HMB,,
SM,454,SUSKC,A320,10/11/2023,10:40,HMB,,
SM,454,SUSKC,A320,10/13/2023,04:45,HMB,,
SM,454,SUSKC,A320,10/14/2023,15:50,HMB,,
SM,454,SUSKC,A320,10/17/2023,10:40,HMB,,
SM,454,SUSKC,A320,10/3/2023,10:40,HMB,,
SM,454,SUSKC,A320,10/4/2023,10:40,HMB,,
SM,454,SUSKC,A320,10/6/2023,04:45,HMB,,
SM,454,SUSKC,A320,10/7/2023,15:50,HMB,,
SM,454A,SUSKC,A320,10/6/2023,04:45,CAI,TECHNICAL,
SM,456,,A320,10/18/2023,04:40,ATZ,,
SM,456,,A320,10/19/2023,11:45,ATZ,,
SM,456,,A320,10/20/2023,10:40,ATZ,,
SM,456,,A320,10/21/2023,07:10,ATZ,,
SM,456,,A320,10/22/2023,07:10,ATZ,,
SM,456,,A320,10/23/2023,18:15,ATZ,,
SM,456,,A320,10/24/2023,04:40,ATZ,,
SM,456,,A320,10/25/2023,04:40,ATZ,,
SM,456,,A320,10/26/2023,11:45,ATZ,,
SM,456,,A320,10/27/2023,10:40,ATZ,,
SM,456,,A320,10/28/2023,07:10,ATZ,,
SM,456,,A320,10/29/2023,07:10,ATZ,,
SM,456,,A320,10/30/2023,18:15,ATZ,,
SM,456,,A320,10/31/2023,04:40,ATZ,,
SM,456,SU BPX,A320,10/10/2023,04:40,ATZ,,
SM,456,SU BPX,A320,10/11/2023,04:40,ATZ,,
SM,456,SU BPX,A320,10/7/2023,07:10,ATZ,,
SM,456,SU BPX,A320,10/8/2023,07:10,ATZ,,
SM,456,SUBPX,A320,10/12/2023,11:45,ATZ,,
SM,456,SUBPX,A320,10/13/2023,10:40,ATZ,,
SM,456,SUBPX,A320,10/14/2023,07:10,ATZ,,
SM,456,SUBPX,A320,10/15/2023,07:10,ATZ,,
SM,456,SUBPX,A320,10/16/2023,18:15,ATZ,,
SM,456,SUBPX,A320,10/17/2023,04:40,ATZ,,
SM,456,SUBPX,A320,10/5/2023,10:40,ATZ,,
SM,456,SUBPX,A320,10/6/2023,10:40,ATZ,,
SM,456,SU-BPX,A320-214,10/9/2023,18:15,ATZ,,
SM,456,SUBTM,A320,10/1/2023,07:10,ATZ,,
SM,456,SUBTM,A320,10/2/2023,18:15,ATZ,,
SM,456,SUBTM,A320,10/3/2023,04:40,ATZ,,
SM,456,SUBTM,A320,10/4/2023,04:40,ATZ,,
SM,458,,A320,10/18/2023,13:30,HBE,,
SM,458,,A320,10/20/2023,13:30,HBE,,
SM,458,,A320,10/25/2023,13:30,HBE,,
SM,458,,A320,10/27/2023,13:30,HBE,,
SM,458,SUBUN,A320,10/6/2023,13:30,HBE,,
SM,458,SUBUN,A320-251N,10/4/2023,13:30,HBE,,
SM,458,SUBUP,A320,10/11/2023,13:30,HBE,,
SM,458,SUBUP,A320,10/13/2023,13:30,HBE,,
SM,460,,A320,10/19/2023,08:40,HBE,,
SM,460,,A320,10/26/2023,08:40,HBE,,
SM,460,SUBUN,A320,10/5/2023,08:40,HBE,,
SM,460,SUBUP,A320,10/12/2023,08:40,HBE,,
SM,476,,A320,10/18/2023,11:35,CAI,,
SM,476,,A320,10/19/2023,10:40,CAI,,
SM,476,,A320,10/20/2023,04:40,CAI,,
SM,476,,A320,10/21/2023,04:40,CAI,,
SM,476,,A320,10/22/2023,04:40,CAI,,
SM,476,,A320,10/23/2023,10:40,CAI,,
SM,476,,A320,10/24/2023,11:45,CAI,,
SM,476,,A320,10/25/2023,11:35,CAI,,
SM,476,,A320,10/26/2023,10:40,CAI,,
SM,476,,A320,10/27/2023,04:40,CAI,,
SM,476,,A320,10/28/2023,04:40,CAI,,
SM,476,,A320,10/29/2023,04:40,CAI,,
SM,476,,A320,10/30/2023,10:40,CAI,,
SM,476,,A320,10/31/2023,11:45,CAI,,
SM,476,SU BPU,A320,10/8/2023,04:40,CAI,,
SM,476,SU BPV,A320,10/1/2023,04:40,CAI,,
SM,476,SU BPV,A320,10/7/2023,04:40,CAI,,
SM,476,SUBPU,A320,10/13/2023,04:40,CAI,,
SM,476,SUBPU,A320,10/14/2023,04:40,CAI,,
SM,476,SUBPV,A320,10/3/2023,11:45,CAI,,
SM,476,SUBPX,A320,10/2/2023,10:40,CAI,,
SM,476,SUBPX,A320-214,10/4/2023,11:35,CAI,,
SM,476,SUBTM,A320,10/16/2023,10:40,CAI,,
SM,476,SUBTM,A320,10/5/2023,11:45,CAI,,
SM,476,SUBTM,A320,10/6/2023,04:40,CAI,,
SM,476,SUBUK,A320,10/17/2023,11:45,CAI,,
SM,476,SUBUS,A320,10/11/2023,11:35,CAI,,
SM,476,SUBUS,A320,10/12/2023,10:40,CAI,,
SM,476,SUBUU,A320,10/15/2023,04:40,CAI,,
SM,476,SUBUU,A320,10/9/2023,10:40,CAI,,
SM,476,SUBUY,A320,10/10/2023,11:45,CAI,,
SM,478,,A320,10/19/2023,04:05,CAI,,
SM,478,,A320,10/20/2023,20:30,CAI,,
SM,478,,A320,10/21/2023,11:35,CAI,,
SM,478,,A320,10/22/2023,14:30,CAI,,
SM,478,,A320,10/26/2023,04:05,CAI,,
SM,478,,A320,10/27/2023,20:30,CAI,,
SM,478,,A320,10/28/2023,11:35,CAI,,
SM,478,,A320,10/29/2023,14:30,CAI,,
SM,478,SUBPU,A320,10/12/2023,04:05,CAI,,
SM,478,SUBPU,A320,10/13/2023,20:30,CAI,,
SM,478,SUBPU,A320,10/8/2023,14:30,CAI,,
SM,478,SUBPV,A320,10/1/2023,14:30,CAI,,
SM,478,SUBTM,A320,10/7/2023,11:35,CAI,,
SM,478,SUBUJ,A320,10/14/2023,11:35,CAI,,
SM,478,SUBUJ,A320,10/5/2023,04:05,CAI,,
SM,478,SUBUT,A320,10/6/2023,20:30,CAI,,
SM,478,SU-BUU,A320,10/15/2023,14:30,CAI,,
SM,482,,A320,10/24/2023,05:10,LXR,,
SM,482,,A320,10/31/2023,05:10,LXR,,
SM,482,SUBUN,A320,10/3/2023,05:10,LXR,,
SM,482,SUBUP,A320,10/10/2023,05:10,LXR,,
SM,482,SUBUP,A320,10/17/2023,05:10,LXR,,
SV,0021,HZAK12,773,10/7/2023,02:55,JFK,,
SV,0021,HZAK23,77H,10/5/2023,02:55,JFK,,
SV,0021,HZAK24,77H,10/12/2023,02:55,JFK,,
SV,0021,HZAK28,77H,10/21/2023,02:55,JFK,,
SV,0021,HZAK29,77H,10/26/2023,02:55,JFK,,
SV,0021,HZAK30,77H,10/14/2023,02:55,JFK,,REO
SV,0021,HZAK30,77H,10/19/2023,02:55,JFK,,
SV,0021,HZAK36,77Z,10/28/2023,02:55,JFK,,
SV,0021,HZAK36,77Z,10/30/2023,00:25,JFK,,
SV,0021,HZAK36,77Z,10/9/2023,02:55,JFK,,
SV,0021,HZAK39,77Z,10/16/2023,02:55,JFK,,
SV,0021,HZAK39,77Z,10/23/2023,02:55,JFK,,
SV,0021,HZAK41,77Z,10/2/2023,02:55,JFK,,
SV,0035,HZAK24,77H,10/8/2023,05:40,IAD,,
SV,0035,HZAK25,77H,10/22/2023,05:40,IAD,,
SV,0035,HZAK27,77H,10/15/2023,05:40,IAD,,
SV,0035,HZAK27,77H,10/3/2023,05:40,IAD,,
SV,0035,HZAK28,77H,10/1/2023,05:40,IAD,,
SV,0035,HZAK28,77H,10/18/2023,05:40,IAD,,
SV,0035,HZAK30,77H,10/11/2023,05:40,IAD,,
SV,0035,HZAK37,77Z,10/25/2023,05:40,IAD,,
SV,0035,HZAK37,77Z,10/27/2023,05:40,IAD,,
SV,0035,HZAK37,77Z,10/29/2023,05:50,IAD,,
SV,0035,HZAK37,77Z,10/31/2023,05:50,IAD,,
SV,0035,HZAK38,77Z,10/10/2023,05:40,IAD,,
SV,0035,HZAK38,77Z,10/20/2023,05:40,IAD,,
SV,0035,HZAK41,77Z,10/17/2023,05:40,IAD,,
SV,0035,HZAK41,77Z,10/24/2023,05:40,IAD,,
SV,0035,HZAK43,77Z,10/13/2023,05:40,IAD,,
SV,0035,HZAK43,77Z,10/4/2023,05:40,IAD,,
SV,0035,HZAK43,77Z,10/6/2023,05:40,IAD,,
SV,0041,HZAK36,77Z,10/16/2023,05:45,LAX,,
SV,0041,HZAK37,77Z,10/21/2023,05:45,LAX,,
SV,0041,HZAK37,77Z,10/23/2023,05:45,LAX,,
SV,0041,HZAK38,77Z,10/12/2023,05:45,LAX,,
SV,0041,HZAK38,77Z,10/7/2023,05:45,LAX,,
SV,0041,HZAK39,77Z,10/14/2023,05:45,LAX,,REOP
SV,0041,HZAK39,77Z,10/26/2023,05:45,LAX,,
SV,0041,HZAK39,77Z,10/28/2023,05:45,LAX,,
SV,0041,HZAK39,77Z,10/30/2023,05:15,LAX,,
SV,0041,HZAK39,77Z,10/9/2023,05:45,LAX,,CANCELLED BRDNG 0509Z / 0624Z
SV,0041,HZAK40,77Z,10/5/2023,05:45,LAX,,
SV,0041,HZAK41,77Z,10/19/2023,05:45,LAX,,
SV,0041,HZAK43,77Z,10/2/2023,05:45,LAX,,
SV,0101,HZAR12,789,10/31/2023,05:25,LGW,,
SV,0101,HZARA,789,10/29/2023,05:15,LGW,,
SV,0105,HZAR22,789,10/28/2023,06:10,LGW,,
SV,0109,HZAR13,789,10/15/2023,08:05,LHR,,
SV,0109,HZARB,789,10/8/2023,08:05,LHR,,
SV,0109,HZARE,789,10/22/2023,08:05,LHR,,
SV,0109,HZARF,789,10/1/2023,08:05,LHR,,
SV,0109,HZARF,789,10/29/2023,07:25,LHR,,
SV,0113,HZAR13,789,10/5/2023,22:50,LHR,,
SV,0113,HZAR24,780,10/12/2023,22:50,LHR,,
SV,0113,HZAR26,780,10/29/2023,06:05,LHR,,
SV,0113,HZAR32,780,10/26/2023,22:50,LHR,,
SV,0113,HZAR33,780,10/19/2023,22:50,LHR,,
SV,0115,HZAR11,789,10/10/2023,07:10,LHR,,
SV,0115,HZAR22,789,10/9/2023,07:30,LHR,,
SV,0115,HZAR23,789,10/24/2023,07:10,LHR,,
SV,0115,HZAR24,780,10/1/2023,06:15,LHR,,FUELING
SV,0115,HZAR25,780,10/11/2023,06:30,LHR,,
SV,0115,HZAR25,780,10/12/2023,06:30,LHR,,LTE REPOSITION
SV,0115,HZAR25,780,10/22/2023,06:15,LHR,,
SV,0115,HZAR26,780,10/19/2023,06:30,LHR,,
SV,0115,HZAR26,780,10/2/2023,07:30,LHR,,
SV,0115,HZAR26,780,10/28/2023,06:15,LHR,,
SV,0115,HZAR26,780,10/5/2023,06:30,LHR,,
SV,0115,HZAR32,780,10/15/2023,06:15,LHR,,
SV,0115,HZAR32,780,10/7/2023,06:15,LHR,,
SV,0115,HZAR33,780,10/14/2023,06:15,LHR,,
SV,0115,HZAR33,780,10/16/2023,07:30,LHR,,
SV,0115,HZAR33,780,10/17/2023,07:10,LHR,,
SV,0115,HZAR33,780,10/21/2023,06:15,LHR,,
SV,0115,HZAR33,780,10/25/2023,06:30,LHR,,
SV,0115,HZAR33,780,10/26/2023,06:30,LHR,,
SV,0115,HZAR33,780,10/30/2023,05:45,LHR,,
SV,0115,HZAR33,780,10/4/2023,06:30,LHR,,
SV,0115,HZAR33,780,10/8/2023,06:15,LHR,,cockpit
