FL_DEP_AirlineCode1,FL_DEP_DepartureFlightNumber,FL_DEP_DepartureAircraftRegistration,FL_DEP_ARCFT1,FL_DEP_SDD,FL_DEP_STD,FL_DEP_Destination1,FL_DEP_OperationType1,FL_DEP_DepartureRemarks
SV,1541,HZAS58,32N,10/22/2023,07:25,TUU,,
SV,1541,HZAS59,32N,10/3/2023,07:25,TUU,,
SV,1541,HZAS63,32N,10/30/2023,07:20,TUU,,
SV,1541,HZAS67,32N,10/12/2023,07:25,TUU,,
SV,1541,HZAS67,32N,10/17/2023,07:25,TUU,,
SV,1541,HZAS67,32N,10/29/2023,07:20,TUU,,
SV,1541,HZAS72,32N,10/10/2023,07:25,TUU,,
SV,1541,HZAS72,32N,10/19/2023,07:25,TUU,,
SV,1541,HZAS72,32N,10/2/2023,07:25,TUU,,
SV,1541,HZAS72,32N,10/8/2023,07:25,TUU,,
SV,1541,HZAS74,32N,10/9/2023,07:25,TUU,,
SV,1541,HZAS75,32N,10/13/2023,07:25,TUU,,
SV,1541,HZAS76,32N,10/26/2023,07:25,TUU,,
SV,1541,HZAS77,32N,10/15/2023,07:25,TUU,,
SV,1541,HZAS82,32N,10/11/2023,07:25,TUU,,
SV,1541,HZAS83,32N,10/23/2023,07:25,TUU,,
SV,1541,HZAS83,32N,10/25/2023,07:25,TUU,,
SV,1541,HZAS84,32N,10/16/2023,07:25,TUU,,
SV,1541,HZASH,321,10/28/2023,07:25,TUU,,
SV,1541,HZASK,321,10/31/2023,07:20,TUU,,
SV,1541,HZASK,321,10/6/2023,07:25,TUU,,
SV,1541,HZASK,321,10/7/2023,07:25,TUU,,
SV,1541,HZASL,321,10/18/2023,07:25,TUU,,
SV,1541,HZASL,321,10/20/2023,07:25,TUU,,
SV,1541,HZASV,321,10/27/2023,07:25,TUU,,
SV,1541,HZASW,321,10/4/2023,07:25,TUU,,
SV,1543,HZAS53,32N,10/31/2023,13:15,TUU,,
SV,1543,HZAS54,32N,10/24/2023,13:20,TUU,,
SV,1543,HZAS55,32N,10/13/2023,13:20,TUU,,
SV,1543,HZAS55,32N,10/5/2023,13:20,TUU,,EXSV1649
SV,1543,HZAS56,32N,10/17/2023,13:20,TUU,,
SV,1543,HZAS58,32N,10/22/2023,13:20,TUU,,
SV,1543,HZAS59,32N,10/28/2023,13:20,TUU,,
SV,1543,HZAS59,32N,10/3/2023,13:20,TUU,,
SV,1543,HZAS62,32N,10/1/2023,13:20,TUU,,
SV,1543,HZAS62,32N,10/4/2023,13:55,TUU,,
SV,1543,HZAS62,32N,10/9/2023,13:20,TUU,,
SV,1543,HZAS63,32N,10/12/2023,13:20,TUU,,
SV,1543,HZAS63,32N,10/26/2023,13:20,TUU,,
SV,1543,HZAS66,32N,10/10/2023,13:20,TUU,,
SV,1543,HZAS67,32N,10/14/2023,13:20,TUU,,
SV,1543,HZAS68,32N,10/8/2023,13:20,TUU,,
SV,1543,HZAS69,32N,10/19/2023,13:20,TUU,,
SV,1543,HZAS75,32N,10/7/2023,13:20,TUU,,
SV,1543,HZAS77,32N,10/15/2023,13:20,TUU,,
SV,1543,HZAS77,32N,10/21/2023,13:20,TUU,,
SV,1543,HZAS83,32N,10/25/2023,13:20,TUU,,
SV,1543,HZAS83,32N,10/29/2023,13:15,TUU,,
SV,1543,HZASI,321,10/16/2023,13:20,TUU,,
SV,1543,HZASI,321,10/30/2023,13:15,TUU,,
SV,1543,HZASJ,321,10/11/2023,13:20,TUU,,
SV,1543,HZASK,321,10/6/2023,13:20,TUU,,MNTC
SV,1543,HZASL,321,10/18/2023,13:20,TUU,,
SV,1543,HZASL,321,10/20/2023,13:20,TUU,,
SV,1543,HZASP,321,10/2/2023,13:20,TUU,,
SV,1543,HZAST,321,10/23/2023,13:20,TUU,,
SV,1543,HZASV,321,10/27/2023,13:20,TUU,,
SV,1545,HZAS51,32N,10/26/2023,16:25,TUU,,
SV,1545,HZAS52,32N,10/5/2023,16:25,TUU,,
SV,1545,HZAS54,32N,10/4/2023,16:25,TUU,,
SV,1545,HZAS54,32N,10/6/2023,16:25,TUU,,
SV,1545,HZAS55,32N,10/23/2023,16:25,TUU,,
SV,1545,HZAS56,32N,10/10/2023,16:25,TUU,,
SV,1545,HZAS56,32N,10/2/2023,16:25,TUU,,
SV,1545,HZAS59,32N,10/9/2023,16:25,TUU,,
SV,1545,HZAS60,32N,10/25/2023,16:25,TUU,,
SV,1545,HZAS62,32N,10/13/2023,16:25,TUU,,
SV,1545,HZAS62,32N,10/15/2023,16:25,TUU,,
SV,1545,HZAS63,32N,10/19/2023,16:25,TUU,,
SV,1545,HZAS64,32N,10/14/2023,16:25,TUU,,
SV,1545,HZAS66,32N,10/22/2023,16:25,TUU,,
SV,1545,HZAS66,32N,10/8/2023,16:25,TUU,,
SV,1545,HZAS67,32N,10/20/2023,16:25,TUU,,
SV,1545,HZAS69,32N,10/30/2023,16:20,TUU,,
SV,1545,HZAS72,32N,10/12/2023,16:25,TUU,,
SV,1545,HZAS72,32N,10/16/2023,16:25,TUU,,
SV,1545,HZAS73,32N,10/27/2023,16:25,TUU,,
SV,1545,HZAS77,32N,10/18/2023,16:25,TUU,,
SV,1545,HZAS78,32N,10/11/2023,16:25,TUU,,
SV,1545,HZAS78,32N,10/28/2023,16:25,TUU,,
SV,1545,HZASI,321,10/17/2023,16:25,TUU,,
SV,1545,HZASI,321,10/24/2023,16:25,TUU,,
SV,1545,HZASI,321,10/29/2023,16:20,TUU,,
SV,1545,HZASJ,321,10/21/2023,16:25,TUU,,
SV,1545,HZASP,321,10/1/2023,16:25,TUU,,
SV,1545,HZASQ,321,10/3/2023,16:25,TUU,,
SV,1545,HZAST,321,10/31/2023,16:20,TUU,,
SV,1545,HZASV,321,10/7/2023,16:25,TUU,,
SV,1547,HZAS51,32N,10/10/2023,23:10,TUU,,
SV,1547,HZAS53,32N,10/21/2023,23:10,TUU,,
SV,1547,HZAS57,32N,10/28/2023,23:10,TUU,,
SV,1547,HZAS64,32N,10/13/2023,23:10,TUU,,
SV,1547,HZAS66,32N,10/11/2023,23:10,TUU,,
SV,1547,HZAS66,32N,10/9/2023,23:10,TUU,,
SV,1547,HZAS67,32N,10/29/2023,23:05,TUU,,
SV,1547,HZAS68,32N,10/3/2023,23:10,TUU,,
SV,1547,HZAS68,32N,10/4/2023,23:10,TUU,,
SV,1547,HZAS68,32N,10/6/2023,23:10,TUU,,LTE ATC CLEARNCE AS A-S59 WAS TAXING BEHIND STP DOOR CLOSED AT 2300Z
SV,1547,HZAS69,32N,10/18/2023,23:10,TUU,,
SV,1547,HZAS72,32N,10/20/2023,23:10,TUU,,
SV,1547,HZAS75,32N,10/22/2023,23:10,TUU,,
SV,1547,HZAS78,32N,10/25/2023,23:10,TUU,,
SV,1547,HZASAC,323,10/14/2023,23:10,TUU,,
SV,1547,HZASG,32U,10/17/2023,23:10,TUU,,
SV,1547,HZASH,321,10/23/2023,23:10,TUU,,
SV,1547,HZASI,321,10/19/2023,23:10,TUU,,
SV,1547,HZASI,321,10/24/2023,23:10,TUU,,
SV,1547,HZASI,321,10/26/2023,23:10,TUU,,
SV,1547,HZASJ,321,10/30/2023,23:05,TUU,,
SV,1547,HZASL,321,10/2/2023,23:10,TUU,,
SV,1547,HZASM,321,10/15/2023,23:10,TUU,,
SV,1547,HZASM,321,10/16/2023,23:10,TUU,,
SV,1547,HZASP,321,10/1/2023,23:10,TUU,,
SV,1547,HZASQ,321,10/5/2023,23:10,TUU,,
SV,1547,HZASR,321,10/8/2023,23:10,TUU,,
SV,1547,HZAST,321,10/31/2023,23:05,TUU,,
SV,1547,HZASV,321,10/12/2023,23:10,TUU,,
SV,1547,HZASV,321,10/7/2023,23:10,TUU,,
SV,1547,HZASW,321,10/27/2023,23:10,TUU,,
SV,1551,HZAS67,32N,10/29/2023,17:50,NUM,,
SV,1553,HZAS51,32N,10/26/2023,11:40,NUM,,
SV,1553,HZAS52,32N,10/14/2023,18:00,NUM,,
SV,1553,HZAS53,32N,10/28/2023,18:00,NUM,,
SV,1553,HZAS55,32N,10/19/2023,11:40,NUM,,
SV,1553,HZAS67,32N,10/7/2023,18:00,NUM,,
SV,1553,HZAS69,32N,10/21/2023,18:00,NUM,,
SV,1553,HZAS72,32N,10/12/2023,11:40,NUM,,
SV,1553,HZAS79,32N,10/5/2023,11:40,NUM,,
SV,1567,HZAS52,32N,10/15/2023,03:25,EJH,,
SV,1567,HZAS53,32N,10/29/2023,03:15,RSI,,
SV,1567,HZAS58,32N,10/19/2023,10:10,EJH,,
SV,1567,HZAS65,32N,10/8/2023,03:25,EJH,,
SV,1567,HZAS69,32N,10/26/2023,10:10,EJH,,
SV,1567,HZAS72,32N,10/22/2023,03:25,EJH,,
SV,1567,HZAS79,32N,10/1/2023,03:25,EJH,,
SV,1567,HZAS82,32N,10/5/2023,10:10,EJH,,
SV,1567,HZAS84,32N,10/12/2023,10:10,EJH,,
SV,1581,HZAS51,32N,10/2/2023,16:55,YNB,,
SV,1581,HZAS51,32N,10/21/2023,16:55,YNB,,
SV,1581,HZAS54,32N,10/23/2023,16:55,YNB,,
SV,1581,HZAS54,32N,10/26/2023,16:55,YNB,,
SV,1581,HZAS55,32N,10/16/2023,16:55,YNB,,
SV,1581,HZAS57,32N,10/11/2023,16:55,YNB,,
SV,1581,HZAS57,32N,10/15/2023,16:55,YNB,,
SV,1581,HZAS58,32N,10/29/2023,17:10,YNB,,
SV,1581,HZAS59,32N,10/30/2023,17:10,YNB,,
SV,1581,HZAS60,32N,10/27/2023,16:55,YNB,,
SV,1581,HZAS60,32N,10/31/2023,17:10,YNB,,
SV,1581,HZAS62,32N,10/5/2023,16:55,YNB,,
SV,1581,HZAS62,32N,10/6/2023,16:55,YNB,,
SV,1581,HZAS63,32N,10/14/2023,16:55,YNB,,
SV,1581,HZAS65,32N,10/12/2023,16:55,YNB,,
SV,1581,HZAS65,32N,10/13/2023,16:55,YNB,,
SV,1581,HZAS73,32N,10/20/2023,16:55,YNB,,
SV,1581,HZAS73,32N,10/22/2023,16:55,YNB,,
SV,1581,HZAS74,32N,10/18/2023,16:55,YNB,,
SV,1581,HZAS74,32N,10/4/2023,16:55,YNB,,
SV,1581,HZAS75,32N,10/28/2023,16:55,YNB,,
SV,1581,HZAS76,32N,10/19/2023,16:55,YNB,,
SV,1581,HZAS77,32N,10/25/2023,16:55,YNB,,
SV,1581,HZAS82,32N,10/1/2023,16:55,YNB,,
SV,1581,HZAS82,32N,10/7/2023,16:55,YNB,,
SV,1581,HZAS83,32N,10/8/2023,16:55,YNB,,
SV,1581,HZAS83,32N,10/9/2023,16:55,YNB,,
SV,1630,HZAS59,32N,10/29/2023,08:45,ULH,,
SV,1630,HZAS62,32N,10/1/2023,09:00,ULH,,
SV,1630,HZAS62,32N,10/22/2023,09:00,ULH,,
SV,1630,HZAS66,32N,10/26/2023,06:50,ULH,,
SV,1630,HZAS66,32N,10/5/2023,06:50,ULH,,
SV,1630,HZAS68,32N,10/8/2023,09:00,ULH,,
SV,1630,HZAS73,32N,10/12/2023,06:50,ULH,,
SV,1630,HZAS83,32N,10/19/2023,06:50,ULH,,
SV,1630,HZASI,321,10/15/2023,09:00,ULH,,
SV,1640,HZAS53,32N,10/26/2023,20:25,AHB,,
SV,1640,HZAS54,32N,10/19/2023,20:25,AHB,,
SV,1640,HZAS55,32N,10/16/2023,20:25,AHB,,
SV,1640,HZAS55,32N,10/4/2023,20:25,AHB,,
SV,1640,HZAS55,32N,10/8/2023,20:25,AHB,,
SV,1640,HZAS56,32N,10/28/2023,20:25,AHB,,
SV,1640,HZAS58,32N,10/18/2023,20:25,AHB,,
SV,1640,HZAS58,32N,10/25/2023,20:25,AHB,,
SV,1640,HZAS59,32N,10/29/2023,20:40,AHB,,
SV,1640,HZAS59,32N,10/3/2023,20:25,AHB,,
SV,1640,HZAS59,32N,10/5/2023,20:25,AHB,,
SV,1640,HZAS61,32N,10/12/2023,20:25,AHB,,
SV,1640,HZAS61,32N,10/14/2023,20:25,AHB,,
SV,1640,HZAS62,32N,10/10/2023,20:25,AHB,,
SV,1640,HZAS62,32N,10/22/2023,20:25,AHB,,
SV,1640,HZAS62,32N,10/23/2023,20:25,AHB,,
SV,1640,HZAS63,32N,10/31/2023,20:40,AHB,,
SV,1640,HZAS65,32N,10/11/2023,20:25,AHB,,
SV,1640,HZAS65,32N,10/13/2023,20:25,AHB,,
SV,1640,HZAS66,32N,10/15/2023,20:25,AHB,,
SV,1640,HZAS66,32N,10/21/2023,20:25,AHB,,
SV,1640,HZAS66,32N,10/30/2023,20:40,AHB,,
SV,1640,HZAS66,32N,10/7/2023,20:25,AHB,,
SV,1640,HZAS73,32N,10/17/2023,20:25,AHB,,
SV,1640,HZAS74,32N,10/24/2023,20:25,AHB,,
SV,1640,HZAS76,32N,10/20/2023,20:25,AHB,,
SV,1640,HZAS77,32N,10/27/2023,20:25,AHB,,
SV,1640,HZAS77,32N,10/6/2023,20:25,AHB,,
SV,1640,HZAS79,32N,10/2/2023,20:25,AHB,,
SV,1640,HZAS82,32N,10/1/2023,20:25,AHB,,EX SV1586
SV,1640,HZAS83,32N,10/9/2023,20:25,AHB,,
SV,1642,HZAS51,32N,10/4/2023,02:15,AHB,,
SV,1642,HZAS52,32N,10/12/2023,02:15,AHB,,
SV,1642,HZAS52,32N,10/19/2023,02:15,AHB,,
SV,1642,HZAS56,32N,10/1/2023,02:15,AHB,,
SV,1642,HZAS56,32N,10/3/2023,02:15,AHB,,
SV,1642,HZAS58,32N,10/22/2023,02:15,AHB,,
SV,1642,HZAS58,32N,10/26/2023,02:15,AHB,,
SV,1642,HZAS58,32N,10/29/2023,21:10,AHB,,
SV,1642,HZAS60,32N,10/5/2023,02:15,AHB,,
SV,1642,HZAS62,32N,10/24/2023,02:15,AHB,,
SV,1642,HZAS63,32N,10/11/2023,02:15,AHB,,
SV,1642,HZAS64,32N,10/17/2023,02:15,AHB,,
SV,1642,HZAS67,32N,10/7/2023,02:15,AHB,,
SV,1642,HZAS72,32N,10/18/2023,02:15,AHB,,
SV,1642,HZAS72,32N,10/8/2023,02:15,AHB,,
SV,1642,HZAS73,32N,10/25/2023,02:15,AHB,,
SV,1642,HZAS75,32N,10/10/2023,02:15,AHB,,
SV,1642,HZAS76,32N,10/21/2023,02:15,AHB,,
SV,1642,HZAS77,32N,10/15/2023,02:15,AHB,,
SV,1642,HZAS82,32N,10/14/2023,02:15,AHB,,
SV,1642,HZAS82,32N,10/28/2023,21:05,AHB,,
SV,1642,HZAS82,32N,10/30/2023,21:10,AHB,,
SV,1642,HZAS82,32N,10/31/2023,21:10,AHB,,
SV,1644,,32N,10/30/2023,04:40,AHB,,
SV,1644,HZAS51,32N,10/22/2023,04:35,AHB,,
SV,1644,HZAS52,32N,10/4/2023,04:35,AHB,,
SV,1644,HZAS55,32N,10/25/2023,04:35,AHB,,
SV,1644,HZAS55,32N,10/5/2023,04:35,AHB,,
SV,1644,HZAS56,32N,10/9/2023,04:35,AHB,,
SV,1644,HZAS57,32N,10/8/2023,04:35,AHB,,
SV,1644,HZAS58,32N,10/2/2023,04:35,AHB,,
SV,1644,HZAS59,32N,10/15/2023,04:35,AHB,,
SV,1644,HZAS60,32N,10/1/2023,04:35,AHB,,
SV,1644,HZAS62,32N,10/11/2023,04:35,AHB,,
SV,1644,HZAS63,32N,10/10/2023,04:35,AHB,,
SV,1644,HZAS63,32N,10/12/2023,04:35,AHB,,
SV,1644,HZAS63,32N,10/20/2023,04:35,AHB,,
SV,1644,HZAS63,32N,10/26/2023,04:35,AHB,,
SV,1644,HZAS64,32N,10/3/2023,04:35,AHB,,
SV,1644,HZAS69,32N,10/19/2023,04:35,AHB,,
SV,1644,HZAS73,32N,10/18/2023,04:35,AHB,,
SV,1644,HZAS73,32N,10/29/2023,04:40,AHB,,
SV,1644,HZAS74,32N,10/17/2023,04:35,AHB,,
SV,1644,HZAS74,32N,10/24/2023,04:35,AHB,,
SV,1644,HZAS75,32N,10/7/2023,04:35,AHB,,FUELING
SV,1644,HZAS76,32N,10/27/2023,04:35,AHB,,
SV,1644,HZAS77,32N,10/14/2023,04:35,AHB,,
SV,1644,HZAS77,32N,10/16/2023,04:35,AHB,,
SV,1644,HZAS77,32N,10/21/2023,04:35,AHB,,
SV,1644,HZAS77,32N,10/23/2023,04:35,AHB,,
SV,1644,HZAS78,32N,10/13/2023,04:35,AHB,,
SV,1644,HZAS78,32N,10/28/2023,04:35,AHB,,
SV,1644,HZAS82,32N,10/31/2023,03:40,AHB,,
SV,1644,HZAS83,32N,10/6/2023,04:35,AHB,,ACTIVITES
SV,1646,HZAS51,32N,10/6/2023,09:10,AHB,,EXSV1701
SV,1646,HZAS52,32N,10/3/2023,09:10,AHB,,
SV,1646,HZAS55,32N,10/5/2023,09:10,AHB,,
SV,1646,HZAS56,32N,10/11/2023,09:10,AHB,,
SV,1646,HZAS56,32N,10/17/2023,09:10,AHB,,
SV,1646,HZAS56,32N,10/9/2023,09:10,AHB,,
SV,1646,HZAS57,32N,10/10/2023,09:10,AHB,,
SV,1646,HZAS57,32N,10/8/2023,09:10,AHB,,FUELING
SV,1646,HZAS58,32N,10/2/2023,09:10,AHB,,
SV,1646,HZAS61,32N,10/25/2023,09:10,AHB,,
SV,1646,HZAS61,32N,10/27/2023,09:10,AHB,,
SV,1646,HZAS62,32N,10/18/2023,09:10,AHB,,
SV,1646,HZAS62,32N,10/4/2023,09:10,AHB,,
SV,1646,HZAS63,32N,10/12/2023,09:10,AHB,,
SV,1646,HZAS63,32N,10/26/2023,09:10,AHB,,
SV,1646,HZAS64,32N,10/24/2023,09:10,AHB,,
SV,1646,HZAS67,32N,10/14/2023,09:10,AHB,,
SV,1646,HZAS68,32N,10/1/2023,09:10,AHB,,FUELING
SV,1646,HZAS69,32N,10/19/2023,09:10,AHB,,
SV,1646,HZAS69,32N,10/20/2023,09:10,AHB,,
SV,1646,HZAS69,32N,10/22/2023,09:10,AHB,,
SV,1646,HZAS72,32N,10/15/2023,09:10,AHB,,
SV,1646,HZAS75,32N,10/7/2023,09:10,AHB,,
SV,1646,HZAS77,32N,10/13/2023,09:10,AHB,,
SV,1646,HZAS77,32N,10/16/2023,09:10,AHB,,
SV,1646,HZAS77,32N,10/21/2023,09:10,AHB,,
SV,1646,HZAS77,32N,10/23/2023,09:10,AHB,,
SV,1646,HZAS78,32N,10/28/2023,09:10,AHB,,
SV,1648,HZAQ11,33R,10/30/2023,11:20,AHB,,
SV,1648,HZAQ17,33R,10/15/2023,11:15,AHB,,
SV,1648,HZAQ19,33R,10/14/2023,11:15,AHB,,
SV,1648,HZAQ20,33R,10/19/2023,11:15,AHB,,
SV,1648,HZAQ20,33R,10/5/2023,11:15,AHB,,
SV,1648,HZAQ21,33R,10/22/2023,11:15,AHB,,
SV,1648,HZAQ22,33R,10/31/2023,11:20,AHB,,
SV,1648,HZAQ22,33R,10/8/2023,11:15,AHB,,
SV,1648,HZAQ23,33R,10/1/2023,11:15,AHB,,
SV,1648,HZAQ23,33R,10/13/2023,11:15,AHB,,
SV,1648,HZAQ24,33R,10/23/2023,11:15,AHB,,
SV,1648,HZAQ25,33R,10/26/2023,11:15,AHB,,
SV,1648,HZAQ26,33R,10/20/2023,11:15,AHB,,
SV,1648,HZAQ26,33R,10/27/2023,11:15,AHB,,
SV,1648,HZAQ26,33R,10/29/2023,11:20,AHB,,
SV,1648,HZAQ28,33R,10/6/2023,11:15,AHB,,
SV,1648,HZAQ28,33R,10/9/2023,11:15,AHB,,
SV,1648,HZAQC,333,10/7/2023,11:15,AHB,,
SV,1648,HZAQD,333,10/16/2023,11:15,AHB,,
SV,1648,HZAQL,33D,10/21/2023,11:15,AHB,,
SV,1648,HZAQL,33D,10/28/2023,11:15,AHB,,
SV,1648,HZAS56,32N,10/12/2023,11:15,AHB,,
SV,1648,HZAS57,32N,10/4/2023,11:15,AHB,,
SV,1648,HZAS58,32N,10/18/2023,11:15,AHB,,
SV,1648,HZAS63,32N,10/25/2023,11:15,AHB,,
SV,1648,HZAS64,32N,10/2/2023,11:15,AHB,,
SV,1648,HZAS84,32N,10/11/2023,11:15,AHB,,
SV,1650,HZAS52,32N,10/3/2023,14:45,AHB,,
SV,1650,HZAS53,32N,10/25/2023,14:45,AHB,,
SV,1650,HZAS54,32N,10/22/2023,14:45,AHB,,
SV,1650,HZAS54,32N,10/27/2023,14:45,AHB,,
SV,1650,HZAS55,32N,10/24/2023,14:45,AHB,,
SV,1650,HZAS55,32N,10/4/2023,14:45,AHB,,
SV,1650,HZAS59,32N,10/1/2023,14:45,AHB,,
SV,1650,HZAS59,32N,10/14/2023,14:45,AHB,,
SV,1650,HZAS59,32N,10/31/2023,14:50,AHB,,
SV,1650,HZAS62,32N,10/11/2023,14:45,AHB,,
SV,1650,HZAS62,32N,10/20/2023,14:45,AHB,,
SV,1650,HZAS63,32N,10/28/2023,14:45,AHB,,
SV,1650,HZAS64,32N,10/13/2023,14:45,AHB,,
SV,1650,HZAS64,32N,10/23/2023,14:45,AHB,,
SV,1650,HZAS66,32N,10/7/2023,14:45,AHB,,
SV,1650,HZAS67,32N,10/18/2023,14:45,AHB,,
SV,1650,HZAS68,32N,10/5/2023,14:45,AHB,,
SV,1650,HZAS72,32N,10/10/2023,14:45,AHB,,
SV,1650,HZAS72,32N,10/6/2023,14:45,AHB,,
SV,1650,HZAS73,32N,10/17/2023,14:45,AHB,,
SV,1650,HZAS73,32N,10/29/2023,14:50,AHB,,
SV,1650,HZAS74,32N,10/16/2023,14:45,AHB,,
SV,1650,HZAS74,32N,10/19/2023,14:45,AHB,,
SV,1650,HZAS74,32N,10/21/2023,14:45,AHB,,
SV,1650,HZAS75,32N,10/12/2023,14:45,AHB,,
SV,1650,HZAS77,32N,10/26/2023,14:45,AHB,,
SV,1650,HZAS78,32N,10/15/2023,14:45,AHB,,
SV,1650,HZAS78,32N,10/8/2023,14:45,AHB,,
SV,1650,HZAS79,32N,10/2/2023,14:45,AHB,,
SV,1650,HZAS82,32N,10/30/2023,14:50,AHB,,
SV,1650,HZAS82,32N,10/9/2023,14:45,AHB,,
SV,1652,HZAS51,32N,10/31/2023,17:05,AHB,,
SV,1652,HZAS53,32N,10/6/2023,17:00,AHB,,
SV,1652,HZAS55,32N,10/7/2023,17:00,AHB,,
SV,1652,HZAS56,32N,10/21/2023,17:00,AHB,,
SV,1652,HZAS56,32N,10/9/2023,17:00,AHB,,FUELING
SV,1652,HZAS57,32N,10/1/2023,17:00,AHB,,
SV,1652,HZAS57,32N,10/2/2023,17:00,AHB,,
SV,1652,HZAS57,32N,10/29/2023,17:05,AHB,,
SV,1652,HZAS59,32N,10/19/2023,17:00,AHB,,
SV,1652,HZAS60,32N,10/28/2023,17:00,AHB,,
SV,1652,HZAS61,32N,10/20/2023,17:00,AHB,,
SV,1652,HZAS61,32N,10/22/2023,17:00,AHB,,
SV,1652,HZAS62,32N,10/12/2023,17:00,AHB,,
SV,1652,HZAS63,32N,10/23/2023,17:00,AHB,,
SV,1652,HZAS63,32N,10/25/2023,17:00,AHB,,
SV,1652,HZAS63,32N,10/27/2023,17:00,AHB,,
SV,1652,HZAS63,32N,10/30/2023,17:05,AHB,,
SV,1652,HZAS64,32N,10/15/2023,17:00,AHB,,
SV,1652,HZAS67,32N,10/11/2023,17:00,AHB,,
SV,1652,HZAS67,32N,10/17/2023,17:00,AHB,,
SV,1652,HZAS68,32N,10/4/2023,17:00,AHB,,
SV,1652,HZAS69,32N,10/24/2023,17:00,AHB,,
SV,1652,HZAS72,32N,10/18/2023,17:00,AHB,,
SV,1652,HZAS73,32N,10/14/2023,17:00,AHB,,
SV,1652,HZAS75,32N,10/26/2023,17:00,AHB,,
SV,1652,HZAS77,32N,10/5/2023,17:00,AHB,,
SV,1652,HZAS82,32N,10/10/2023,17:00,AHB,,
SV,1652,HZAS82,32N,10/16/2023,17:00,AHB,,
SV,1652,HZAS82,32N,10/8/2023,17:00,AHB,,
SV,1652,HZAS83,32N,10/3/2023,17:00,AHB,,
SV,1652,HZAS84,32N,10/13/2023,17:00,AHB,,
SV,1656,HZAS77,32N,10/28/2023,02:15,AHB,,
SV,1700,HZAS53,32N,10/8/2023,05:55,ABT,,
SV,1700,HZAS55,32N,10/11/2023,05:55,ABT,,
SV,1700,HZAS55,32N,10/18/2023,05:55,ABT,,
SV,1700,HZAS55,32N,10/23/2023,05:55,ABT,,
SV,1700,HZAS56,32N,10/29/2023,05:45,ABT,,
SV,1700,HZAS58,32N,10/19/2023,05:55,ABT,,
SV,1700,HZAS59,32N,10/30/2023,05:45,ABT,,
SV,1700,HZAS61,32N,10/17/2023,05:55,ABT,,
SV,1700,HZAS63,32N,10/27/2023,05:55,ABT,,
SV,1700,HZAS64,32N,10/15/2023,05:55,ABT,,
SV,1700,HZAS66,32N,10/10/2023,05:55,ABT,,
SV,1700,HZAS66,32N,10/22/2023,05:55,ABT,,
SV,1700,HZAS66,32N,10/7/2023,05:55,ABT,,EXSV1763
SV,1700,HZAS67,32N,10/6/2023,05:55,ABT,,
SV,1700,HZAS69,32N,10/26/2023,05:55,ABT,,
SV,1700,HZAS75,32N,10/12/2023,05:55,ABT,,
SV,1700,HZAS75,32N,10/28/2023,05:55,ABT,,
SV,1700,HZAS75,32N,10/4/2023,05:55,ABT,,
SV,1700,HZAS77,32N,10/25/2023,05:55,ABT,,
SV,1700,HZAS78,32N,10/20/2023,05:55,ABT,,
SV,1700,HZAS82,32N,10/1/2023,05:55,ABT,,
SV,1700,HZAS82,32N,10/5/2023,05:55,ABT,,
SV,1700,HZAS83,32N,10/9/2023,05:55,ABT,,
SV,1700,HZAS84,32N,10/13/2023,05:55,ABT,,
SV,1700,HZAS84,32N,10/14/2023,05:55,ABT,,
SV,1700,HZAS84,32N,10/21/2023,05:55,ABT,,
SV,1700,HZASH,321,10/24/2023,05:55,ABT,,
SV,1700,HZASJ,321,10/31/2023,05:45,ABT,,
SV,1700,HZASL,321,10/3/2023,05:55,ABT,,
SV,1700,HZASP,321,10/2/2023,05:55,ABT,,
SV,1704,HZAS57,32N,10/3/2023,17:05,ABT,,
SV,1704,HZAS58,32N,10/14/2023,17:05,ABT,,
SV,1704,HZAS58,32N,10/24/2023,17:05,ABT,,
SV,1704,HZAS59,32N,10/21/2023,17:05,ABT,,
SV,1704,HZAS62,32N,10/25/2023,17:05,ABT,,
SV,1704,HZAS62,32N,10/7/2023,17:05,ABT,,
SV,1704,HZAS63,32N,10/18/2023,17:05,ABT,,
SV,1704,HZAS67,32N,10/12/2023,17:05,ABT,,
SV,1704,HZAS67,32N,10/28/2023,17:05,ABT,,
SV,1704,HZAS68,32N,10/10/2023,17:05,ABT,,
SV,1704,HZAS72,32N,10/17/2023,17:05,ABT,,
SV,1704,HZAS72,32N,10/19/2023,17:05,ABT,,
SV,1704,HZAS73,32N,10/11/2023,17:05,ABT,,EXSV1769
SV,1704,HZAS76,32N,10/26/2023,17:05,ABT,,
SV,1704,HZAS77,32N,10/4/2023,17:05,ABT,,
SV,1704,HZAS79,32N,10/5/2023,17:05,ABT,,
SV,1704,HZASL,321,10/31/2023,17:00,ABT,,
SV,1730,HZAS55,32N,10/2/2023,04:10,BHH,,
SV,1730,HZAS55,32N,10/9/2023,04:10,BHH,,
SV,1730,HZAS58,32N,10/16/2023,04:10,BHH,,
SV,1730,HZAS62,32N,10/21/2023,04:10,BHH,,
SV,1730,HZAS63,32N,10/28/2023,04:10,BHH,,
SV,1730,HZAS64,32N,10/5/2023,04:10,BHH,,
SV,1730,HZAS66,32N,10/12/2023,04:10,BHH,,
SV,1730,HZAS66,32N,10/23/2023,04:10,BHH,,
SV,1730,HZAS67,32N,10/14/2023,04:10,BHH,,
